,Date,variable,value
14166,10/31/2009,12:00 PM,28
14167,11/1/2009,12:00 PM,7
14168,11/2/2009,12:00 PM,26
14169,11/3/2009,12:00 PM,28
14170,11/4/2009,12:00 PM,27
14171,11/5/2009,12:00 PM,27
14172,11/6/2009,12:00 PM,27
14173,11/7/2009,12:00 PM,24
14174,11/8/2009,12:00 PM,7
14175,11/9/2009,12:00 PM,28
14176,11/10/2009,12:00 PM,25
14177,11/11/2009,12:00 PM,25
14178,11/12/2009,12:00 PM,25
14179,11/13/2009,12:00 PM,24
14180,11/14/2009,12:00 PM,23
14181,11/15/2009,12:00 PM,9
14182,11/16/2009,12:00 PM,27
14183,11/17/2009,12:00 PM,27
14184,11/18/2009,12:00 PM,23
14185,11/19/2009,12:00 PM,25
14186,11/20/2009,12:00 PM,26
14187,11/21/2009,12:00 PM,22
14188,11/22/2009,12:00 PM,7
14189,11/23/2009,12:00 PM,24
14190,11/24/2009,12:00 PM,26
14191,11/25/2009,12:00 PM,19
14192,11/26/2009,12:00 PM,22
14193,11/27/2009,12:00 PM,22
14194,11/28/2009,12:00 PM,20
14195,11/29/2009,12:00 PM,9
14196,11/30/2009,12:00 PM,25
14197,12/1/2009,12:00 PM,26
14198,12/2/2009,12:00 PM,25
14199,12/3/2009,12:00 PM,27
14200,12/4/2009,12:00 PM,24
14201,12/5/2009,12:00 PM,26
14202,12/6/2009,12:00 PM,8
14203,12/7/2009,12:00 PM,26
14204,12/8/2009,12:00 PM,25
14205,12/9/2009,12:00 PM,24
14206,12/10/2009,12:00 PM,26
14207,12/11/2009,12:00 PM,25
14208,12/12/2009,12:00 PM,25
14209,12/13/2009,12:00 PM,7
14210,12/14/2009,12:00 PM,28
14211,12/15/2009,12:00 PM,26
14212,12/16/2009,12:00 PM,23
14213,12/17/2009,12:00 PM,25
14214,12/18/2009,12:00 PM,24
14215,12/19/2009,12:00 PM,8
14216,12/20/2009,12:00 PM,8
14217,12/21/2009,12:00 PM,9
14218,12/22/2009,12:00 PM,10
14219,12/23/2009,12:00 PM,8
14220,12/24/2009,12:00 PM,8
14221,12/25/2009,12:00 PM,8
14222,12/26/2009,12:00 PM,21
14223,12/27/2009,12:00 PM,14
14224,12/28/2009,12:00 PM,20
14225,12/29/2009,12:00 PM,20
14226,12/30/2009,12:00 PM,13
14227,12/31/2009,12:00 PM,20
14228,1/1/2010,12:00 PM,7
14229,1/2/2010,12:00 PM,22
14230,1/3/2010,12:00 PM,8
14231,1/4/2010,12:00 PM,23
14232,1/5/2010,12:00 PM,26
14233,1/6/2010,12:00 PM,23
14234,1/7/2010,12:00 PM,26
14235,1/8/2010,12:00 PM,25
14236,1/9/2010,12:00 PM,26
14237,1/10/2010,12:00 PM,8
14238,1/11/2010,12:00 PM,27
14239,1/12/2010,12:00 PM,26
14240,1/13/2010,12:00 PM,27
14241,1/14/2010,12:00 PM,28
14242,1/15/2010,12:00 PM,28
14243,1/16/2010,12:00 PM,24
14244,1/17/2010,12:00 PM,8
14245,1/18/2010,12:00 PM,22
14246,1/19/2010,12:00 PM,27
14247,1/20/2010,12:00 PM,26
14248,1/21/2010,12:00 PM,27
14249,1/22/2010,12:00 PM,27
14250,1/23/2010,12:00 PM,25
14251,1/24/2010,12:00 PM,9
14252,1/25/2010,12:00 PM,25
14253,1/26/2010,12:00 PM,26
14254,1/27/2010,12:00 PM,23
14255,1/28/2010,12:00 PM,25
14256,1/29/2010,12:00 PM,28
14257,1/30/2010,12:00 PM,24
14258,1/31/2010,12:00 PM,8
14259,2/1/2010,12:00 PM,26
14260,2/2/2010,12:00 PM,25
14261,2/3/2010,12:00 PM,24
14262,2/4/2010,12:00 PM,28
14263,2/5/2010,12:00 PM,22
14264,2/6/2010,12:00 PM,7
14265,2/7/2010,12:00 PM,7
14266,2/8/2010,12:00 PM,9
14267,2/9/2010,12:00 PM,7
14268,2/10/2010,12:00 PM,8
14269,2/11/2010,12:00 PM,7
14270,2/12/2010,12:00 PM,9
14271,2/13/2010,12:00 PM,7
14272,2/14/2010,12:00 PM,8
14273,2/15/2010,12:00 PM,20
14274,2/16/2010,12:00 PM,25
14275,2/17/2010,12:00 PM,24
14276,2/18/2010,12:00 PM,27
14277,2/19/2010,12:00 PM,27
14278,2/20/2010,12:00 PM,27
14279,2/21/2010,12:00 PM,7
14280,2/22/2010,12:00 PM,25
14281,2/23/2010,12:00 PM,27
14282,2/24/2010,12:00 PM,26
14283,2/25/2010,12:00 PM,27
14284,2/26/2010,12:00 PM,25
14285,2/27/2010,12:00 PM,23
14286,2/28/2010,12:00 PM,9
14287,3/1/2010,12:00 PM,24
14288,3/2/2010,12:00 PM,26
14289,3/3/2010,12:00 PM,26
14290,3/4/2010,12:00 PM,27
14291,3/5/2010,12:00 PM,27
14292,3/6/2010,12:00 PM,26
14293,3/7/2010,12:00 PM,7
14294,3/8/2010,12:00 PM,25
14295,3/9/2010,12:00 PM,27
14296,3/10/2010,12:00 PM,24
14297,3/11/2010,12:00 PM,23
14298,3/12/2010,12:00 PM,26
14299,3/13/2010,12:00 PM,21
14300,3/14/2010,12:00 PM,15
14301,3/15/2010,12:00 PM,29
14302,3/16/2010,12:00 PM,29
14303,3/17/2010,12:00 PM,28
14304,3/18/2010,12:00 PM,29
14305,3/19/2010,12:00 PM,29
14306,3/20/2010,12:00 PM,28
14307,3/21/2010,12:00 PM,11
14308,3/22/2010,12:00 PM,29
14309,3/23/2010,12:00 PM,29
14310,3/24/2010,12:00 PM,31
14311,3/25/2010,12:00 PM,27
14312,3/26/2010,12:00 PM,26
14313,3/27/2010,12:00 PM,26
14314,3/28/2010,12:00 PM,9
14315,3/29/2010,12:00 PM,23
14316,3/30/2010,12:00 PM,20
14317,3/31/2010,12:00 PM,18
14318,4/1/2010,12:00 PM,24
14319,4/2/2010,12:00 PM,23
14320,4/3/2010,12:00 PM,22
14321,4/4/2010,12:00 PM,10
14322,4/5/2010,12:00 PM,31
14323,4/6/2010,12:00 PM,37
14324,4/7/2010,12:00 PM,35
14325,4/8/2010,12:00 PM,43
14326,4/9/2010,12:00 PM,29
14327,4/10/2010,12:00 PM,28
14328,4/11/2010,12:00 PM,15
14329,4/12/2010,12:00 PM,33
14330,4/13/2010,12:00 PM,27
14331,4/14/2010,12:00 PM,28
14332,4/15/2010,12:00 PM,30
14333,4/16/2010,12:00 PM,40
14334,4/17/2010,12:00 PM,30
14335,4/18/2010,12:00 PM,11
14336,4/19/2010,12:00 PM,30
14337,4/20/2010,12:00 PM,34
14338,4/21/2010,12:00 PM,28
14339,4/22/2010,12:00 PM,31
14340,4/23/2010,12:00 PM,37
14341,4/24/2010,12:00 PM,24
14342,4/25/2010,12:00 PM,13
14343,4/26/2010,12:00 PM,29
14344,4/27/2010,12:00 PM,32
14345,4/28/2010,12:00 PM,26
14346,4/29/2010,12:00 PM,32
14347,4/30/2010,12:00 PM,32
14348,5/1/2010,12:00 PM,34
14349,5/2/2010,12:00 PM,24
14350,5/3/2010,12:00 PM,38
14351,5/4/2010,12:00 PM,43
14352,5/5/2010,12:00 PM,37
14353,5/6/2010,12:00 PM,39
14354,5/7/2010,12:00 PM,39
14355,5/8/2010,12:00 PM,32
14356,5/9/2010,12:00 PM,12
14357,5/10/2010,12:00 PM,31
14358,5/11/2010,12:00 PM,27
14359,5/12/2010,12:00 PM,34
14360,5/13/2010,12:00 PM,29
14361,5/14/2010,12:00 PM,37
14362,5/15/2010,12:00 PM,33
14363,5/16/2010,12:00 PM,19
14364,5/17/2010,12:00 PM,33
14365,5/18/2010,12:00 PM,28
14366,5/19/2010,12:00 PM,32
14367,5/20/2010,12:00 PM,33
14368,5/21/2010,12:00 PM,40
14369,5/22/2010,12:00 PM,36
14370,5/23/2010,12:00 PM,15
14371,5/24/2010,12:00 PM,34
14372,5/25/2010,12:00 PM,33
14373,5/26/2010,12:00 PM,40
14374,5/27/2010,12:00 PM,42
14375,5/28/2010,12:00 PM,36
14376,5/29/2010,12:00 PM,33
14377,5/30/2010,12:00 PM,20
14378,5/31/2010,12:00 PM,24
14379,6/1/2010,12:00 PM,41
14380,6/2/2010,12:00 PM,38
14381,6/3/2010,12:00 PM,45
14382,6/4/2010,12:00 PM,42
14383,6/5/2010,12:00 PM,42
14384,6/6/2010,12:00 PM,22
14385,6/7/2010,12:00 PM,42
14386,6/8/2010,12:00 PM,38
14387,6/9/2010,12:00 PM,35
14388,6/10/2010,12:00 PM,43
14389,6/11/2010,12:00 PM,43
14390,6/12/2010,12:00 PM,40
14391,6/13/2010,12:00 PM,24
14392,6/14/2010,12:00 PM,50
14393,6/15/2010,12:00 PM,45
14394,6/16/2010,12:00 PM,38
14395,6/17/2010,12:00 PM,44
14396,6/18/2010,12:00 PM,44
14397,6/19/2010,12:00 PM,41
14398,6/20/2010,12:00 PM,26
14399,6/21/2010,12:00 PM,53
14400,6/22/2010,12:00 PM,51
14401,6/23/2010,12:00 PM,45
14402,6/24/2010,12:00 PM,55
14403,6/25/2010,12:00 PM,48
14404,6/26/2010,12:00 PM,48
14405,6/27/2010,12:00 PM,26
14406,6/28/2010,12:00 PM,55
14407,6/29/2010,12:00 PM,48
14408,6/30/2010,12:00 PM,42
14409,7/1/2010,12:00 PM,40
14410,7/2/2010,12:00 PM,43
14411,7/3/2010,12:00 PM,37
14412,7/4/2010,12:00 PM,23
14413,7/5/2010,12:00 PM,29
14414,7/6/2010,12:00 PM,56
14415,7/7/2010,12:00 PM,52
14416,7/8/2010,12:00 PM,53
14417,7/9/2010,12:00 PM,54
14418,7/10/2010,12:00 PM,37
14419,7/11/2010,12:00 PM,22
14420,7/12/2010,12:00 PM,44
14421,7/13/2010,12:00 PM,42
14422,7/14/2010,12:00 PM,37
14423,7/15/2010,12:00 PM,47
14424,7/16/2010,12:00 PM,53
14425,7/17/2010,12:00 PM,44
14426,7/18/2010,12:00 PM,31
14427,7/19/2010,12:00 PM,51
14428,7/20/2010,12:00 PM,48
14429,7/21/2010,12:00 PM,45
14430,7/22/2010,12:00 PM,48
14431,7/23/2010,12:00 PM,54
14432,7/24/2010,12:00 PM,49
14433,7/25/2010,12:00 PM,30
14434,7/26/2010,12:00 PM,48
14435,7/27/2010,12:00 PM,47
14436,7/28/2010,12:00 PM,50
14437,7/29/2010,12:00 PM,55
14438,7/30/2010,12:00 PM,46
14439,7/31/2010,12:00 PM,41
14440,8/1/2010,12:00 PM,20
14441,8/2/2010,12:00 PM,42
14442,8/3/2010,12:00 PM,43
14443,8/4/2010,12:00 PM,47
14444,8/5/2010,12:00 PM,47
14445,8/6/2010,12:00 PM,35
14446,8/7/2010,12:00 PM,39
14447,8/8/2010,12:00 PM,24
14448,8/9/2010,12:00 PM,53
14449,8/10/2010,12:00 PM,
14450,Date,12:30 PM,12:30 PM
14451,1/11/2009,12:30 PM,6
14452,1/12/2009,12:30 PM,22
14453,1/13/2009,12:30 PM,21
14454,1/14/2009,12:30 PM,21
14455,1/15/2009,12:30 PM,21
14456,1/16/2009,12:30 PM,22
14457,1/17/2009,12:30 PM,19
14458,1/18/2009,12:30 PM,8
14459,1/19/2009,12:30 PM,19
14460,1/20/2009,12:30 PM,19
14461,1/21/2009,12:30 PM,23
14462,1/22/2009,12:30 PM,23
14463,1/23/2009,12:30 PM,21
14464,1/24/2009,12:30 PM,21
14465,1/25/2009,12:30 PM,5
14466,1/26/2009,12:30 PM,23
14467,1/27/2009,12:30 PM,22
14468,1/28/2009,12:30 PM,19
14469,1/29/2009,12:30 PM,20
14470,1/30/2009,12:30 PM,21
14471,1/31/2009,12:30 PM,20
14472,2/1/2009,12:30 PM,5
14473,2/2/2009,12:30 PM,22
14474,2/3/2009,12:30 PM,22
14475,2/4/2009,12:30 PM,20
14476,2/5/2009,12:30 PM,21
14477,2/6/2009,12:30 PM,22
14478,2/7/2009,12:30 PM,20
14479,2/8/2009,12:30 PM,17
14480,2/9/2009,12:30 PM,22
14481,2/10/2009,12:30 PM,22
14482,2/11/2009,12:30 PM,21
14483,2/12/2009,12:30 PM,21
14484,2/13/2009,12:30 PM,21
14485,2/14/2009,12:30 PM,21
14486,2/15/2009,12:30 PM,5
14487,2/16/2009,12:30 PM,18
14488,2/17/2009,12:30 PM,22
14489,2/18/2009,12:30 PM,20
14490,2/19/2009,12:30 PM,21
14491,2/20/2009,12:30 PM,21
14492,2/21/2009,12:30 PM,21
14493,2/22/2009,12:30 PM,6
14494,2/23/2009,12:30 PM,21
14495,2/24/2009,12:30 PM,20
14496,2/25/2009,12:30 PM,20
14497,2/26/2009,12:30 PM,21
14498,2/27/2009,12:30 PM,21
14499,2/28/2009,12:30 PM,21
14500,3/1/2009,12:30 PM,13
14501,3/2/2009,12:30 PM,19
14502,3/3/2009,12:30 PM,23
14503,3/4/2009,12:30 PM,21
14504,3/5/2009,12:30 PM,21
14505,3/6/2009,12:30 PM,21
14506,3/7/2009,12:30 PM,22
14507,3/8/2009,12:30 PM,6
14508,3/9/2009,12:30 PM,26
14509,3/10/2009,12:30 PM,22
14510,3/11/2009,12:30 PM,24
14511,3/12/2009,12:30 PM,19
14512,3/13/2009,12:30 PM,20
14513,3/14/2009,12:30 PM,21
14514,3/15/2009,12:30 PM,13
14515,3/16/2009,12:30 PM,21
14516,3/17/2009,12:30 PM,22
14517,3/18/2009,12:30 PM,20
14518,3/19/2009,12:30 PM,22
14519,3/20/2009,12:30 PM,20
14520,3/21/2009,12:30 PM,18
14521,3/22/2009,12:30 PM,6
14522,3/23/2009,12:30 PM,22
14523,3/24/2009,12:30 PM,19
14524,3/25/2009,12:30 PM,22
14525,3/26/2009,12:30 PM,21
14526,3/27/2009,12:30 PM,24
14527,3/28/2009,12:30 PM,22
14528,3/29/2009,12:30 PM,6
14529,3/30/2009,12:30 PM,21
14530,3/31/2009,12:30 PM,22
14531,4/1/2009,12:30 PM,22
14532,4/2/2009,12:30 PM,21
14533,4/3/2009,12:30 PM,21
14534,4/4/2009,12:30 PM,20
14535,4/5/2009,12:30 PM,5
14536,4/6/2009,12:30 PM,21
14537,4/7/2009,12:30 PM,18
14538,4/8/2009,12:30 PM,19
14539,4/9/2009,12:30 PM,17
14540,4/10/2009,12:30 PM,19
14541,4/11/2009,12:30 PM,21
14542,4/12/2009,12:30 PM,4
14543,4/13/2009,12:30 PM,22
14544,4/14/2009,12:30 PM,20
14545,4/15/2009,12:30 PM,22
14546,4/16/2009,12:30 PM,21
14547,4/17/2009,12:30 PM,22
14548,4/18/2009,12:30 PM,24
14549,4/19/2009,12:30 PM,7
14550,4/20/2009,12:30 PM,22
14551,4/21/2009,12:30 PM,26
14552,4/22/2009,12:30 PM,20
14553,4/23/2009,12:30 PM,21
14554,4/24/2009,12:30 PM,25
14555,4/25/2009,12:30 PM,32
14556,4/26/2009,12:30 PM,17
14557,4/27/2009,12:30 PM,43
14558,4/28/2009,12:30 PM,42
14559,4/29/2009,12:30 PM,24
14560,4/30/2009,12:30 PM,24
14561,5/1/2009,12:30 PM,29
14562,5/2/2009,12:30 PM,26
14563,5/3/2009,12:30 PM,8
14564,5/4/2009,12:30 PM,23
14565,5/5/2009,12:30 PM,19
14566,5/6/2009,12:30 PM,21
14567,5/7/2009,12:30 PM,28
14568,5/8/2009,12:30 PM,35
14569,5/9/2009,12:30 PM,37
14570,5/10/2009,12:30 PM,16
14571,5/11/2009,12:30 PM,27
14572,5/12/2009,12:30 PM,27
14573,5/13/2009,12:30 PM,31
14574,5/14/2009,12:30 PM,31
14575,5/15/2009,12:30 PM,37
14576,5/16/2009,12:30 PM,30
14577,5/17/2009,12:30 PM,19
14578,5/18/2009,12:30 PM,24
14579,5/19/2009,12:30 PM,27
14580,5/20/2009,12:30 PM,34
14581,5/21/2009,12:30 PM,36
14582,5/22/2009,12:30 PM,41
14583,5/23/2009,12:30 PM,37
14584,5/24/2009,12:30 PM,24
14585,5/25/2009,12:30 PM,12
14586,5/26/2009,12:30 PM,30
14587,5/27/2009,12:30 PM,26
14588,5/28/2009,12:30 PM,41
14589,5/29/2009,12:30 PM,50
14590,5/30/2009,12:30 PM,42
14591,5/31/2009,12:30 PM,17
14592,6/1/2009,12:30 PM,34
14593,6/2/2009,12:30 PM,46
14594,6/3/2009,12:30 PM,44
14595,6/4/2009,12:30 PM,29
14596,6/5/2009,12:30 PM,28
14597,6/6/2009,12:30 PM,26
14598,6/7/2009,12:30 PM,25
14599,6/8/2009,12:30 PM,52
14600,6/9/2009,12:30 PM,45
14601,6/10/2009,12:30 PM,36
14602,6/11/2009,12:30 PM,42
14603,6/12/2009,12:30 PM,49
14604,6/13/2009,12:30 PM,43
14605,6/14/2009,12:30 PM,21
14606,6/15/2009,12:30 PM,49
14607,6/16/2009,12:30 PM,42
14608,6/17/2009,12:30 PM,30
14609,6/18/2009,12:30 PM,35
14610,6/19/2009,12:30 PM,44
14611,6/20/2009,12:30 PM,31
14612,6/21/2009,12:30 PM,19
14613,6/22/2009,12:30 PM,43
14614,6/23/2009,12:30 PM,44
14615,6/24/2009,12:30 PM,47
14616,6/25/2009,12:30 PM,49
14617,6/26/2009,12:30 PM,43
14618,6/27/2009,12:30 PM,44
14619,6/28/2009,12:30 PM,26
14620,6/29/2009,12:30 PM,39
14621,6/30/2009,12:30 PM,47
14622,7/1/2009,12:30 PM,41
14623,7/2/2009,12:30 PM,39
14624,7/3/2009,12:30 PM,19
14625,7/4/2009,12:30 PM,15
14626,7/5/2009,12:30 PM,24
14627,7/6/2009,12:30 PM,37
14628,7/7/2009,12:30 PM,46
14629,7/8/2009,12:30 PM,40
14630,7/9/2009,12:30 PM,35
14631,7/10/2009,12:30 PM,39
14632,7/11/2009,12:30 PM,40
14633,7/12/2009,12:30 PM,35
14634,7/13/2009,12:30 PM,44
14635,7/14/2009,12:30 PM,42
14636,7/15/2009,12:30 PM,41
14637,7/16/2009,12:30 PM,39
14638,7/17/2009,12:30 PM,44
14639,7/18/2009,12:30 PM,38
14640,7/19/2009,12:30 PM,21
14641,7/20/2009,12:30 PM,35
14642,7/21/2009,12:30 PM,41
14643,7/22/2009,12:30 PM,38
14644,7/23/2009,12:30 PM,52
14645,7/24/2009,12:30 PM,47
14646,7/25/2009,12:30 PM,45
14647,7/26/2009,12:30 PM,24
14648,7/27/2009,12:30 PM,43
14649,7/28/2009,12:30 PM,45
14650,7/29/2009,12:30 PM,35
14651,7/30/2009,12:30 PM,49
14652,7/31/2009,12:30 PM,45
14653,8/1/2009,12:30 PM,45
14654,8/2/2009,12:30 PM,21
14655,8/3/2009,12:30 PM,42
14656,8/4/2009,12:30 PM,53
14657,8/5/2009,12:30 PM,46
14658,8/6/2009,12:30 PM,35
14659,8/7/2009,12:30 PM,45
14660,8/8/2009,12:30 PM,37
14661,8/9/2009,12:30 PM,36
14662,8/10/2009,12:30 PM,51
14663,8/11/2009,12:30 PM,48
14664,8/12/2009,12:30 PM,44
14665,8/13/2009,12:30 PM,53
14666,8/14/2009,12:30 PM,42
14667,8/15/2009,12:30 PM,39
14668,8/16/2009,12:30 PM,25
14669,8/17/2009,12:30 PM,47
14670,8/18/2009,12:30 PM,52
14671,8/19/2009,12:30 PM,46
14672,8/20/2009,12:30 PM,48
14673,8/21/2009,12:30 PM,48
14674,8/22/2009,12:30 PM,39
14675,8/23/2009,12:30 PM,23
14676,8/24/2009,12:30 PM,41
14677,8/25/2009,12:30 PM,44
14678,8/26/2009,12:30 PM,44
14679,8/27/2009,12:30 PM,44
14680,8/28/2009,12:30 PM,38
14681,8/29/2009,12:30 PM,42
14682,8/30/2009,12:30 PM,24
14683,8/31/2009,12:30 PM,39
14684,9/1/2009,12:30 PM,32
14685,9/2/2009,12:30 PM,39
14686,9/3/2009,12:30 PM,37
14687,9/4/2009,12:30 PM,36
14688,9/5/2009,12:30 PM,42
14689,9/6/2009,12:30 PM,21
14690,9/7/2009,12:30 PM,14
14691,9/8/2009,12:30 PM,34
14692,9/9/2009,12:30 PM,36
14693,9/10/2009,12:30 PM,39
14694,9/11/2009,12:30 PM,29
14695,9/12/2009,12:30 PM,33
14696,9/13/2009,12:30 PM,12
14697,9/14/2009,12:30 PM,39
14698,9/15/2009,12:30 PM,43
14699,9/16/2009,12:30 PM,38
14700,9/17/2009,12:30 PM,33
14701,9/18/2009,12:30 PM,37
14702,9/19/2009,12:30 PM,37
14703,9/20/2009,12:30 PM,15
14704,9/21/2009,12:30 PM,44
14705,9/22/2009,12:30 PM,47
14706,9/23/2009,12:30 PM,46
14707,9/24/2009,12:30 PM,47
14708,9/25/2009,12:30 PM,35
14709,9/26/2009,12:30 PM,32
14710,9/27/2009,12:30 PM,10
14711,9/28/2009,12:30 PM,37
14712,9/29/2009,12:30 PM,33
14713,9/30/2009,12:30 PM,38
14714,10/1/2009,12:30 PM,32
14715,10/2/2009,12:30 PM,31
14716,10/3/2009,12:30 PM,37
14717,10/4/2009,12:30 PM,13
14718,10/5/2009,12:30 PM,35
14719,10/6/2009,12:30 PM,30
14720,10/7/2009,12:30 PM,35
14721,10/8/2009,12:30 PM,34
14722,10/9/2009,12:30 PM,38
14723,10/10/2009,12:30 PM,35
14724,10/11/2009,12:30 PM,10
14725,10/12/2009,12:30 PM,25
14726,10/13/2009,12:30 PM,29
14727,10/14/2009,12:30 PM,23
14728,10/15/2009,12:30 PM,27
14729,10/16/2009,12:30 PM,25
14730,10/17/2009,12:30 PM,24
14731,10/18/2009,12:30 PM,7
14732,10/19/2009,12:30 PM,26
14733,10/20/2009,12:30 PM,27
14734,10/21/2009,12:30 PM,31
14735,10/22/2009,12:30 PM,29
14736,10/23/2009,12:30 PM,27
14737,10/24/2009,12:30 PM,27
14738,10/25/2009,12:30 PM,8
14739,10/26/2009,12:30 PM,27
14740,10/27/2009,12:30 PM,25
14741,10/28/2009,12:30 PM,26
14742,10/29/2009,12:30 PM,26
14743,10/30/2009,12:30 PM,24
14744,10/31/2009,12:30 PM,29
14745,11/1/2009,12:30 PM,7
14746,11/2/2009,12:30 PM,26
14747,11/3/2009,12:30 PM,28
14748,11/4/2009,12:30 PM,27
14749,11/5/2009,12:30 PM,26
14750,11/6/2009,12:30 PM,27
14751,11/7/2009,12:30 PM,23
14752,11/8/2009,12:30 PM,7
14753,11/9/2009,12:30 PM,28
14754,11/10/2009,12:30 PM,28
14755,11/11/2009,12:30 PM,23
14756,11/12/2009,12:30 PM,25
14757,11/13/2009,12:30 PM,24
14758,11/14/2009,12:30 PM,22
14759,11/15/2009,12:30 PM,10
14760,11/16/2009,12:30 PM,28
14761,11/17/2009,12:30 PM,27
14762,11/18/2009,12:30 PM,23
14763,11/19/2009,12:30 PM,25
14764,11/20/2009,12:30 PM,26
14765,11/21/2009,12:30 PM,22
14766,11/22/2009,12:30 PM,7
14767,11/23/2009,12:30 PM,23
14768,11/24/2009,12:30 PM,25
14769,11/25/2009,12:30 PM,20
14770,11/26/2009,12:30 PM,22
14771,11/27/2009,12:30 PM,22
14772,11/28/2009,12:30 PM,20
14773,11/29/2009,12:30 PM,8
14774,11/30/2009,12:30 PM,24
14775,12/1/2009,12:30 PM,24
14776,12/2/2009,12:30 PM,25
14777,12/3/2009,12:30 PM,27
14778,12/4/2009,12:30 PM,24
14779,12/5/2009,12:30 PM,25
14780,12/6/2009,12:30 PM,8
14781,12/7/2009,12:30 PM,24
14782,12/8/2009,12:30 PM,25
14783,12/9/2009,12:30 PM,23
14784,12/10/2009,12:30 PM,26
14785,12/11/2009,12:30 PM,24
14786,12/12/2009,12:30 PM,24
14787,12/13/2009,12:30 PM,7
14788,12/14/2009,12:30 PM,26
14789,12/15/2009,12:30 PM,25
14790,12/16/2009,12:30 PM,22
14791,12/17/2009,12:30 PM,24
14792,12/18/2009,12:30 PM,24
14793,12/19/2009,12:30 PM,8
14794,12/20/2009,12:30 PM,9
14795,12/21/2009,12:30 PM,8
14796,12/22/2009,12:30 PM,9
14797,12/23/2009,12:30 PM,8
14798,12/24/2009,12:30 PM,8
14799,12/25/2009,12:30 PM,8
14800,12/26/2009,12:30 PM,22
14801,12/27/2009,12:30 PM,18
14802,12/28/2009,12:30 PM,21
14803,12/29/2009,12:30 PM,19
14804,12/30/2009,12:30 PM,14
14805,12/31/2009,12:30 PM,21
14806,1/1/2010,12:30 PM,7
14807,1/2/2010,12:30 PM,22
14808,1/3/2010,12:30 PM,8
14809,1/4/2010,12:30 PM,23
14810,1/5/2010,12:30 PM,26
14811,1/6/2010,12:30 PM,23
14812,1/7/2010,12:30 PM,25
14813,1/8/2010,12:30 PM,25
14814,1/9/2010,12:30 PM,25
14815,1/10/2010,12:30 PM,8
14816,1/11/2010,12:30 PM,27
14817,1/12/2010,12:30 PM,25
14818,1/13/2010,12:30 PM,25
14819,1/14/2010,12:30 PM,27
14820,1/15/2010,12:30 PM,28
14821,1/16/2010,12:30 PM,24
14822,1/17/2010,12:30 PM,8
14823,1/18/2010,12:30 PM,22
14824,1/19/2010,12:30 PM,27
14825,1/20/2010,12:30 PM,25
14826,1/21/2010,12:30 PM,26
14827,1/22/2010,12:30 PM,27
14828,1/23/2010,12:30 PM,27
14829,1/24/2010,12:30 PM,9
14830,1/25/2010,12:30 PM,25
14831,1/26/2010,12:30 PM,25
14832,1/27/2010,12:30 PM,23
14833,1/28/2010,12:30 PM,25
14834,1/29/2010,12:30 PM,26
14835,1/30/2010,12:30 PM,23
14836,1/31/2010,12:30 PM,8
14837,2/1/2010,12:30 PM,26
14838,2/2/2010,12:30 PM,24
14839,2/3/2010,12:30 PM,24
14840,2/4/2010,12:30 PM,28
14841,2/5/2010,12:30 PM,16
14842,2/6/2010,12:30 PM,7
14843,2/7/2010,12:30 PM,7
14844,2/8/2010,12:30 PM,9
14845,2/9/2010,12:30 PM,7
14846,2/10/2010,12:30 PM,8
14847,2/11/2010,12:30 PM,7
14848,2/12/2010,12:30 PM,9
14849,2/13/2010,12:30 PM,7
14850,2/14/2010,12:30 PM,8
14851,2/15/2010,12:30 PM,20
14852,2/16/2010,12:30 PM,24
14853,2/17/2010,12:30 PM,24
14854,2/18/2010,12:30 PM,26
14855,2/19/2010,12:30 PM,27
14856,2/20/2010,12:30 PM,27
14857,2/21/2010,12:30 PM,7
14858,2/22/2010,12:30 PM,25
14859,2/23/2010,12:30 PM,25
14860,2/24/2010,12:30 PM,25
14861,2/25/2010,12:30 PM,27
14862,2/26/2010,12:30 PM,26
14863,2/27/2010,12:30 PM,23
14864,2/28/2010,12:30 PM,9
14865,3/1/2010,12:30 PM,24
14866,3/2/2010,12:30 PM,26
14867,3/3/2010,12:30 PM,25
14868,3/4/2010,12:30 PM,27
14869,3/5/2010,12:30 PM,27
14870,3/6/2010,12:30 PM,25
14871,3/7/2010,12:30 PM,7
14872,3/8/2010,12:30 PM,27
14873,3/9/2010,12:30 PM,27
14874,3/10/2010,12:30 PM,24
14875,3/11/2010,12:30 PM,23
14876,3/12/2010,12:30 PM,26
14877,3/13/2010,12:30 PM,21
14878,3/14/2010,12:30 PM,15
14879,3/15/2010,12:30 PM,28
14880,3/16/2010,12:30 PM,30
14881,3/17/2010,12:30 PM,29
14882,3/18/2010,12:30 PM,29
14883,3/19/2010,12:30 PM,29
14884,3/20/2010,12:30 PM,28
14885,3/21/2010,12:30 PM,11
14886,3/22/2010,12:30 PM,30
14887,3/23/2010,12:30 PM,28
14888,3/24/2010,12:30 PM,31
14889,3/25/2010,12:30 PM,26
14890,3/26/2010,12:30 PM,24
14891,3/27/2010,12:30 PM,26
14892,3/28/2010,12:30 PM,9
14893,3/29/2010,12:30 PM,24
14894,3/30/2010,12:30 PM,19
14895,3/31/2010,12:30 PM,20
14896,4/1/2010,12:30 PM,24
14897,4/2/2010,12:30 PM,23
14898,4/3/2010,12:30 PM,25
14899,4/4/2010,12:30 PM,10
14900,4/5/2010,12:30 PM,33
14901,4/6/2010,12:30 PM,40
